date,regulation,source,ingested_at,pokemon_name,item_name,usage_raw
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,cheriberry,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,chestoberry,0.0009788796257041432
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,zoomlens,0.6459171181422212
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,utilityumbrella,0.004048968463682023
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,blackbelt,0.003063691100563981
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,micleberry,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,expertbelt,0.014791080745181151
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,psychicseed,0.0015561650465675259
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,gripclaw,2.3245970566132534e-05
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,dreadplate,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,muscleband,0.00013030391799029317
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,electricseed,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,adrenalineorb,0.0187228864046991
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,poisonbarb,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,absorbbulb,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,brightpowder,9.817060802286282e-05
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,protectivepads,1.565631513322785e-10
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,razorclaw,5.097700039868869e-12
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,jabocaberry,0.010260054728177592
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,aspearberry,0.003509504312949885
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,toxicorb,3.0948420604026694e-08
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,razorfang,0.0007560884959740277
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,marangaberry,1.5901473507495822e-05
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,whiteherb,0.0020672418505316426
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,mistyseed,0.00012883763163706874
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,masterball,1.1589336712525267e-09
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,apicotberry,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,terrainextender,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,heatrock,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,silkscarf,1.385745727600085e-05
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,eviolite,2.878808302853031e-12
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,shedshell,1.1479746923059864e-06
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,skyplate,170.76114351082546
